id,date,type,city,state,ideology,group,description,image
144,09/2016,Anti-Semitic Incident:Harassment,Aurora,CO,,,Jewish individual subjected to anti-Semitic harassment by their supervisor.,
198,09/2016,Anti-Semitic Incident:Vandalism,Los Angeles,CA,,,"""RAT JEWS"" spray-painted on vehicle.",
229,09/2016,Anti-Semitic Incident:Harassment,Berkeley,CA,,,Anti-Semitic flyers distributed on UC Berkeley campus in the wake of controversy over anti-Israel student-run course.,
253,09/2016,Anti-Semitic Incident:Assault,Oceanside,CA,,,"Man with Iron Cross tattoo yelled ""White power"" and physically attacked a Jewish man.",
261,09/2016,Anti-Semitic Incident:Vandalism,Oceanside,CA,,,Swastika spray-painted at a location frequented by a Jewish man.,
262,09/2016,Anti-Semitic Incident:Harassment,Blue Bell,PA,,,Synagogue received hate literature in the mail.,
269,09/2016,Anti-Semitic Incident:Harassment,Boca Raton,FL,,,Student found book covered with anti-Semitic symbolism in history class.,
289,09/2016,Anti-Semitic Incident:Harassment,Boston,MA,,,Swastika found scratched into desk at Northeastern law school library.,
307,09/2016,Anti-Semitic Incident:Harassment,Boulder,CO,,,Jewish student at public high school was target of anti-Semitic harassment in a Facebook group chat.,
390,09/2016,Anti-Semitic Incident:Vandalism,Milford,CT,,,Two swastikas spray-painted in park.,
392,09/2016,Anti-Semitic Incident:Vandalism,Redding,CT,,,Swastikas drawn on multiple stops signs.,
395,09/2016,Anti-Semitic Incident:Vandalism,Watertown,CT,,,"Star of David and the words ""White Genocide"" spray-painted at multiple locations.",
449,09/2016,Anti-Semitic Incident:Vandalism,Washington,DC,,,"Graffiti reading ""Fuck Israel forever"" found outside building.",
580,09/2016,Anti-Semitic Incident:Vandalism,Brunswick,GA,,,Swastika drawn outside of the shop of a Jewish shopkeeper.,
607,09/2016,Anti-Semitic Incident:Vandalism,Collingswood,NJ,,,Swastika graffiti discovered on pipe on side of school building.,
788,09/2016,Anti-Semitic Incident:Harassment,East Brunswick,NJ,,,"Student anonymously posted ""the Jew Killer"" as username in class game projected onto smartboard.",
822,09/01/2016,Terrorist Plot/Attack;Extremist/Police Shootout,Elizabeth,NJ,Islamist,,"Ahmad Khan Rahimi was arrested after a shootout in which Rahimi allegedly shot and wounded two officers. Rahimi was wanted as a suspect in two bombings that injured 31 people, one in Manhattan and the other at a marine charity race in Seaside, NJ. Rahimi had also planted a bag of pipe bombs in Elizabeth, NJ.",
1030,09/2016,Anti-Semitic Incident:Harassment,Harrisburg,PA,,,Synagogue received hate literature in the mail.,
1045,09/2016,Anti-Semitic Incident:Harassment,Hartford,CT,,,Confidential,
1065,09/2016,Anti-Semitic Incident:Harassment,Hillsboro,NH,,,Anti-Semitic harassment online.,
1072,09/2016,Anti-Semitic Incident:Harassment,Hollywood,FL,,,Synagogue received anti-Semitic letter from extremist group.,
1115,09/2016,Anti-Semitic Incident:Assault,Howell Township,NJ,,,"Jewish person told ""go back to Lakewood you fucking Hasidic Jew.""",
1121,09/2016,Anti-Semitic Incident:Harassment,Forest Hill,MD,,,"Flyers advertising yard sale said ""No Jews"" and ""Jews Not Welcome.""",
1134,09/2016,Anti-Semitic Incident:Vandalism,New Carrollton,MD,,,Magnets and message promoting knowledge about Judaism were removed from a vehicle and left on the ground.,
1152,09/2016,Anti-Semitic Incident:Harassment,Jacksonville,FL,,,Anti-Semitic flyers distributed to homes in a residential neighborhood.,
1242,09/2016,Anti-Semitic Incident:Harassment,Lake City,MN,,,Building manager made disparaging and anti-Semitic comments about Jewish tenant.,
1274,09/2016,Anti-Semitic Incident:Harassment,Lancaster,PA,,,Synagogue received hate literature in the mail.,
1316,09/2016,Anti-Semitic Incident:Harassment,Highland Park,NJ,,,Police Department Communication fax machine received 12 copies of fax containing anti-Semitic material.,
1339,09/2016,Anti-Semitic Incident:Harassment,Long Beach,CA,,,Jewish middle school student harassed by classmate at school and via text and social media.,
1341,09/2016,Anti-Semitic Incident:Vandalism,Long Beach,CA,,,"Swastikas and the message ""Hitler will rise"" written on base of campus statue.",
1348,09/2016,Anti-Semitic Incident:Vandalism,Howell Township,NJ,,,Swastika vandalism discovered at public park frequented by members of local Jewish community.,
1375,09/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Confidential,
1376,09/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Hollywood executive targeted by anti-Semitic Twitter account.,
1377,09/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Confidential,
1378,09/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Confidential,
1399,09/2016,Anti-Semitic Incident:Harassment,Lakewood,NJ,,,Individual victim of anti-Semitic harassment and assault after vehicle accident.,
1401,09/2016,Anti-Semitic Incident:Harassment,Lakewood,NJ,,,Jewish individual victim of anti-Semitic harassment after car accident.,
1402,09/2016,Anti-Semitic Incident:Vandalism,Los Angeles,CA,,,Swastika painted on Holocaust memorial wall of Jewish institution.,
1469,09/2016,Anti-Semitic Incident:Harassment,New York,NY,,,Jewish institution received anti-Semitic phone call.,
1485,09/2016,Anti-Semitic Incident:Vandalism,New York,NY,,,Swastikas drawn on religious papers at nursing home.,
1513,09/2016,Anti-Semitic Incident:Harassment,Marlton,NJ,,,Synagogue received anti-Semitic hate literature.,
1595,09/2016,Anti-Semitic Incident:Harassment,Milwaukee,WI,,,Confidential,
1648,09/2016,Anti-Semitic Incident:Vandalism,Moorestown,NJ,,,"Jewish family's car vandalized, including a swastika.",
1686,09/2016,Anti-Semitic Incident:Vandalism,Narberth,PA,,,"Business establishment's mezuzah stolen on two occasions, once during the Jewish High Holidays.",
1700,09/2016,Anti-Semitic Incident:Harassment,New Bedford,MA,,,Individual made anti-Semitic comment in front of Jewish woman.,
1713,09/2016,Anti-Semitic Incident:Vandalism,New Brunswick,NJ,,,Swastika vandalism discovered on campus.,
1754,09/2016,Anti-Semitic Incident:Harassment,Newark,DE,,,Synagogue received hate literature in the mail.,
1788,09/2016,Anti-Semitic Incident:Harassment,North Fort Myers,FL,,,Neighbor made anti-Semitic comments.,
1859,09/2016,Anti-Semitic Incident:Harassment,Orinda,CA,,,"Members of a high school cheerleading squad made references to burning Jews and posted ""Hail Hitler"" on social media.",
1887,09/2016,Anti-Semitic Incident:Vandalism,Palm Springs,CA,,,Two swastikas spray-painted onto a storefront.,
1914,09/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Inactive church vandalized with swastika.,
1957,09/2016,Anti-Semitic Incident:Harassment,Hadley,MA,,,Trivia host at restaurant made an anti-Semitic joke.,
1970,09/2016,Anti-Semitic Incident:Harassment,Pompano Beach,FL,,,Anti-Semitic and homophobic language used in death threats and attacks on social media.,
1971,09/2016,Anti-Semitic Incident:Vandalism,Pompano Beach,FL,,,"""I HATE JEW"" written in building elevator.",
1981,09/2016,Anti-Semitic Incident:Harassment,Portland,OR,,,Resident's neighbor repeatedly yelled anti-Semitic slurs.,
2025,09/2016,Anti-Semitic Incident:Vandalism,Queens,NY,,,Residential building vandalized with swastika.,
2052,09/2016,Anti-Semitic Incident:Vandalism,Far Rockaway,NY,,,Public transit vandalized with swastika.,
2083,09/2016,Anti-Semitic Incident:Vandalism,Long Beach,NY,,,Confidential,
2085,09/2016,Anti-Semitic Incident:Harassment,New York,NY,,,"Jewish man called a ""fucking Jew"" and had glass bottle thrown at him.",
2110,09/2016,Terrorist Plot/Attack,St. Cloud,MN,Islamist,,"Dahir Adan stabbed 10 people in a St. Cloud, MN, mall before being shot to death by an off-duty law enforcement officer",
2155,09/2016,Anti-Semitic Incident:Harassment,San Diego,CA,,,"Man threw trash into neighbor's yard and yelled: ""You Jews, you fucking Jew.""",
2196,09/2016,Anti-Semitic Incident:Vandalism,San Jose,CA,,,Swastikas and other anti-Semitic material found in college residence hall.,
2279,09/2016,Anti-Semitic Incident:Harassment,Sewell,NJ,,,Synagogue received anti-Semitic hate literature.,
2346,09/2016,Anti-Semitic Incident:Harassment,St. Louis,MO,,,"At least ten different synagogues and day schools received anti-Semitic, anti-government mailings over a period of two months.",
2398,09/2016,Anti-Semitic Incident:Harassment,Sunnyvale,CA,,,"Jewish students harassed and threatened by teen who said ""Jews disgust me, I'll fucking kill you.""",
2406,09/2016,Anti-Semitic Incident:Vandalism,Swarthmore,PA,,,Confidential.,
2407,09/2016,Anti-Semitic Incident:Vandalism,Swarthmore,PA,,,School playground vandalized with swastika.,
2427,09/2016,Anti-Semitic Incident:Harassment,Tampa,FL,,,"Individual called a ""kike"" and a ""dirty Jew.""",
2478,09/2016,Anti-Semitic Incident:Vandalism,Toluca Lake,CA,,,Confidential,
2480,09/2016,Anti-Semitic Incident:Harassment,Toms River,NJ,,,Jewish individual victim of anti-Semitic verbal harassment while grocery shopping.,
2518,09/2016,Anti-Semitic Incident:Harassment,Bloomsburg,PA,,,Anti-Semitic paraphernalia sold at state fair.,
2543,09/2016,Anti-Semitic Incident:Vandalism,Wallingford,CT,,,"Makeshift statue erected and dressed in KKK robes, performing Nazi salute.",
2607,09/2016,Anti-Semitic Incident:Harassment,Richmond,VA,,,Yard sale signs on telephone pole discouraged Jews from attending.,
2619,09/2016,Anti-Semitic Incident:Harassment,Wellington,FL,,,Synagogue received hate mail.,
2685,09/2016,Anti-Semitic Incident:Harassment,Wilmington,DE,,,Synagogue received anti-Semitic hate literature.,
1248,8/31/2016,Extremist/Police Shootout,Lakeland,FL,Right Wing (White Supremacist),,"Police shot and wounded white supremacist Francis Perry during a shootout after they stopped his vehicle to serve a fugitive arrest warrant. Perry had shot at police when they approached his vehicle and they returned fire, wounding him.",
911,8/21/2016,Extremist Murder,Fort Wayne,IN,Right Wing (White Supremacist),,"White supremacist Aaryn Snider, 31, confessed to the murder of a black man while serving time for failing to register as a sex offender.",
1014,8/10/2016,Extremist Murder,Gresham,OR,Right Wing (White Supremacist),European Kindred,"Russell Courtier, a member of the white supremacist group European Kindred, ran over and killed an African American man after they got into an argument.",
977,8/8/2016,Extremist/Police Shootout,Gladstone,OR,Right Wing (White Supremacist),,"Law enforcement officers shot white supremacist Jeffrey Carl Giddings after he took a woman hostage in a restaurant. Police had initially tried to pull Giddens over for a traffic violation. He fled and shot at the police officer who later found him, which led to the hostage situation.",
8162,8/4/2016,Extremist Murder,Jessup,MD,Right Wing (White Supremacist),Maryland Aryan Brotherhood,Four members of the Maryland Aryan Brotherhood allegedly stabbed to death a member of a rival gang at Jessup Correctional Institution.,
20,08/2016,Anti-Semitic Incident:Vandalism,Albuquerque,NM,,,Swastika graffiti found on sidewalk at University of New Mexico.,
27,08/2016,Anti-Semitic Incident:Harassment,Agoura Hills,CA,,,"""Gas the Jews"" displayed on electronic road sign.",
40,08/2016,Anti-Semitic Incident:Harassment,Allentown,PA,,,Congressman's office received fax filled with anti-Semitic content.,
109,08/2016,Anti-Semitic Incident:Harassment,Atlanta,GA,,,Two hate letters containing anti-Semitic content and material about Jewish conspiracies faxed to Georgia State University .,
110,08/2016,Anti-Semitic Incident:Harassment,Atlanta,GA,,,News outlet received series of email and faxes with racist and anti-Semitic content.,
150,08/2016,Anti-Semitic Incident:Harassment,Austin,TX,,,Jewish institution received violent anti-Semitic materials sent to its wireless printers.,
180,08/2016,Anti-Semitic Incident:Harassment,Aventura,FL,,,Jewish organization received anti-Semitic flyers.,
183,08/2016,Anti-Semitic Incident:Vandalism,Los Angeles,CA,,,Confidential,
288,08/2016,Anti-Semitic Incident:Harassment,Boston,MA,,,Confidential,
294,08/2016,Anti-Semitic Incident:Vandalism,Boston,MA,,,Swastika found in apartment building outside Jewish family's apartment.,
329,08/2016,Anti-Semitic Incident:Vandalism,San Diego,CA,,,Swastika etched into a sidewalk.,
341,08/2016,Anti-Semitic Incident:Vandalism,Bronx,NY,,,"Jewish man's vehicle vandalized with the word ""Nazi.""",
346,08/2016,Anti-Semitic Incident:Vandalism,Brookline,MA,,,Anti-Semitic graffiti found in public park,
361,08/2016,Anti-Semitic Incident:Assault,Brooklyn,NY,,,Three Jewish children were followed home from the school bus and had their yarmulkes forcibly removed.,
419,08/2016,Anti-Semitic Incident:Vandalism,Washington,DC,,,Confidential,
422,08/2016,Anti-Semitic Incident:Harassment,Burbank,CA,,,Jewish lay leader received anti-Semitic email from coworker accusing Jewish business owners of inhumane business practices overseas.,
427,08/2016,Anti-Semitic Incident:Vandalism,Washington,DC,,,"Crosswalk featured graffiti with rat labeled ""Jew.""",
448,08/2016,Anti-Semitic Incident:Vandalism,Washington,DC,,,Two swastikas graffitied near a synagogue.,
555,08/2016,Anti-Semitic Incident:Harassment,Chilmark,MA,,,"Anti-Semitic message sent to building resident's fax, printer, copier and scanner.",
561,08/2016,Anti-Semitic Incident:Vandalism,Clarkstown,NY,,,Two Jewish leaders' residences attacked with incendiary devices.,
565,08/2016,Anti-Semitic Incident:Harassment,Clayton,MO,,,Woman entered Jewish institution and made anti-Semitic comments in reference to an employee.,
622,08/2016,Anti-Semitic Incident:Harassment,Columbia,SC,,,Jewish organization received letter containing obscenities.,
677,08/2016,Anti-Semitic Incident:Vandalism,Culver City,CA,,,"Swastika scratched onto the hood of a vehicle and ""TRUMP"" scratched on the trunk.",
713,08/2016,Terrorist Plot/Attack,Dearborn,MI,Islamist,,"Sebastian Gregerson acquired an illegal arsenal of weapons including knives, ammunition, grenades, guns and tactical gear with the help of a Maryland imam. Court documents indicate that Gregerson plotted to carry out an attack on a building in support of ISIS.",
750,08/2016,Anti-Semitic Incident:Vandalism,Denver,CO,,,Real estate sign was vandalized with swastika graffiti.,
961,08/2016,Anti-Semitic Incident:Vandalism,Galloway Township,NJ,,,Swastika carved into table in campus building.,
981,08/2016,Anti-Semitic Incident:Harassment,Glendale,CA,,,"Teen responded ""Don't touch my money you fucking Jew"" after his wallet was returned to him by a Jewish peer.",
988,08/2016,Anti-Semitic Incident:Harassment,Goodyear,AZ,,,Student was target of anti-Semitic bullying.,
1003,08/2016,Anti-Semitic Incident:Vandalism,Greeley,CO,,,Synagogue vandalized.,
1025,08/2016,Anti-Semitic Incident:Harassment,Hammonton,NJ,,,Individual frequently harassed and threatened Jewish victim both on social media and at victim's office.,
1053,08/2016,Anti-Semitic Incident:Vandalism,Havertown,PA,,,Trash can belonging to resident of Havertown vandalized with swastika.,
1089,08/2016,Anti-Semitic Incident:Harassment,Houston,TX,,,Synagogue received packet in the mail that contained anti-Semitic comments.,
1118,08/2016,Anti-Semitic Incident:Harassment,Howell Township,NJ,,,Jewish individual received anti-Semitic and vulgar text messages and voicemails.,
1126,08/2016,Anti-Semitic Incident:Vandalism,Huntington Beach,CA,,,Mezuzah smashed outside residential property.,
1228,08/2016,Anti-Semitic Incident:Harassment,Lincoln,NE,,,Confidential,
1253,08/2016,Anti-Semitic Incident:Harassment,Lakeville,MN,,,Anti-Semitic remarks made at fundraising event.,
1267,08/2016,Anti-Semitic Incident:Vandalism,Lakewood,NJ,,,Several swastikas spray-painted on jungle gym and building door at Jewish day school.,
1269,08/2016,Anti-Semitic Incident:Vandalism,Lakewood,NJ,,,Swastikas discovered in stairwell at Jewish day school.,
1325,08/2016,Anti-Semitic Incident:Vandalism,Howell,NJ,,,Swastikas spray-painted at park frequented by Hasidic Jews.,
1338,08/2016,Anti-Semitic Incident:Harassment,Long Beach,CA,,,Elementary school teacher performed Nazi salute to class during the United States Pledge of Allegiance.,
1372,08/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Confidential,
1373,08/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Confidential,
1374,08/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Confidential,
1400,08/2016,Anti-Semitic Incident:Vandalism,Los Angeles,CA,,,"Residential property vandalized with ""KKK"" and swastikas.",
1454,08/2016,Anti-Semitic Incident:Vandalism,Lakewood,NJ,,,Confidential,
1468,08/2016,Anti-Semitic Incident:Harassment,New York,NY,,,Fundraising appeal for New York City Council candidate contained anti-Semitic messages and canards.,
1470,08/2016,Anti-Semitic Incident:Vandalism,Linwood,NJ,,,Swastika painted on roadway.,
1505,08/2016,Anti-Semitic Incident:Harassment,Marblehead,MA,,,Confidential,
1594,08/2016,Anti-Semitic Incident:Harassment,Milwaukee,WI,,,A Jewish student was repeatedly targeted with anti-Semitic comments from other students.,
1624,08/2016,Anti-Semitic Incident:Assault,Brooklyn,NY,,,Jewish woman physically assaulted.,
1638,08/2016,Anti-Semitic Incident:Assault,Brooklyn,NY,,,"Jewish man physically assaulted with basketball, had his yarmulke forcibly removed.",
1640,08/2016,Anti-Semitic Incident:Assault,Brooklyn,NY,,,Confidential,
1677,08/2016,Anti-Semitic Incident:Harassment,Napa,CA,,,Woman with family who died in the Holocaust harassed by boss who made references to Nazis.,
1682,08/2016,Anti-Semitic Incident:Harassment,Naples,FL,,,Opposing candidate posted anti-Semitic comments on social media.,
1697,08/2016,Anti-Semitic Incident:Assault,Brooklyn,NY,,,Jewish man physically assaulted after asking someone for directions to synagogue.,
1778,08/2016,Anti-Semitic Incident:Harassment,Brooklyn,NY,,,Two Jewish men threatened by passerby.,
1845,08/2016,Anti-Semitic Incident:Harassment,Omaha,NE,,,Confidential,
1846,08/2016,Anti-Semitic Incident:Harassment,Omaha,NE,,,Synagogue received anti-Semitic hate mail.,
1967,08/2016,Anti-Semitic Incident:Vandalism,Point Pleasant,NJ,,,Swastika graffiti discovered on apartment complex fence.,
1975,08/2016,Anti-Semitic Incident:Harassment,Port Chester,NY,,,Jewish student received text from his classmates that depicted him dying in a gas chamber.,
2022,08/2016,Anti-Semitic Incident:Vandalism,Queens,NY,,,Confidential,
2023,08/2016,Anti-Semitic Incident:Vandalism,Queens,NY,,,"Synagogue's memorial sign for victim of terror defaced with anti-Zionist messages that included: ""Zionist bigots do not care,"" ""Zionism is racism,"" and ""Free Palestine.""",
2038,8/1/2016,Extremist/Police Shootout,Randallstown,MD,Right Wing (Anti-Government),,"Police shot and killed anti-government extremist Korryn Gaines during a standoff-turned-shootout at her home, as they tried to serve arrest warrants on her and another occupant of the home.The officers were attempting to serve warrants on Gaines for failing to appear in court for a number of charges connected to a traffic stop.",
2117,08/2016,Anti-Semitic Incident:Vandalism,New York,NY,,,Subway station vandalized with two swastika drawings.,
2154,08/2016,Anti-Semitic Incident:Harassment,San Diego,CA,,,Middle school teacher assigned an anti-Semitic and pseudo-historical book that demonized Israeli Jews.,
2189,08/2016,Anti-Semitic Incident:Harassment,San Francisco,CA,,,Homeowners refused to remove painted swastika from their front door despite neighbor's request.,
2240,08/2016,Anti-Semitic Incident:Vandalism,Santa Rosa,CA,,,"""The Jews did 9/11"" found written on bathroom wall at Santa Rosa Junior College.",
2256,08/2016,Anti-Semitic Incident:Harassment,Seattle,WA,,,Confidential,
2312,08/2016,Anti-Semitic Incident:Harassment,South Kingston,RI,,,Anti-Semitic flyers distributed on and around campus.,
2357,08/2016,Anti-Semitic Incident:Harassment,Stamford,CT,,,Confidential,
2377,08/2016,Anti-Semitic Incident:Vandalism,Queens,NY,,,"Jewish woman's vehicle was vandalized with swastika and the word ""Jew.""",
2419,08/2016,Anti-Semitic Incident:Harassment,Tallahassee,FL,,,Florida State University received faxed flyers containing derogatory statements.,
2512,08/2016,Anti-Semitic Incident:Harassment,Upper Dublin,PA,,,"Paper featuring swastikas and the words ""burn the Jews"" found in residential area.",
2520,08/2016,Anti-Semitic Incident:Harassment,Valley Glen,CA,,,Confidential,
2635,08/2016,Anti-Semitic Incident:Harassment,West Palm Beach,FL,,,Church received anti-Semitic faxes.,
2636,08/2016,Anti-Semitic Incident:Harassment,West Palm Beach,FL,,,Jewish institution received two faxes from different sources containing swastikas.,
2642,08/2016,Anti-Semitic Incident:Vandalism,Kettle Moraine,WI,,,Swastika vandalism at park.,
2699,08/2016,Anti-Semitic Incident:Assault,Woodbridge,NJ,,,"Jewish individual assaulted, assailants said they were ""stamping out the kike.""",
2700,08/2016,Anti-Semitic Incident:Harassment,Woodbridge,NJ,,,"Jewish victim sprayed with sunscreen by two offenders who said they were ""gassing Jews.""",
8161,7/19/2016,Extremist Murder,Hemet,CA,Right Wing (White Supremacist),Coors Family Skins,"Noy Estel Boukes, a member of the Coors Family Skins racist skinhead gang, allegedly shot a man to death at the order of the Aryan Brotherhood because the victim had not paid alleged drug-related debts.",
195,07/17/2016,Terrorist Plot/Attack;Extremist Murder;Extremist/Police Shootout,Baton Rouge,LA,Left Wing,,"Law enforcement killed anti-government extremist Gavin Eugene Long after he ambushed officers responding to a call about a suspicious person with an assault rifle. Long shot and killed three officers, and then in a second shootout at a different location, he injured three additional officers.",
710,07/17/2016,Terrorist Plot/Attack,Daytona Beach,FL,Left Wing,,"An assailant threw an incendiary device at a parked police vehicle. A note left at the scene read, ""Black Lives Matter.""",
2703,7/15/2016,Extremist Murder,Woodland,WA,Right Wing (White Supremacist),,"Brent Luyster, 35, a long-time white supremacist, shot and killed three of his friends, possibly because he feared that authorities were building a weapons case against him, and he thought his friends might be collaborating with the investigators.",
334,7/7/2016,Extremist Murder,Bristol,TN,Left Wing,,"Lakeem Keon Scott opened fire on police officers and civilians, killing one and injuring four others. He claimed he carried out the attack because he was upset about the deaths of African-Americans at the hands of authorities in Louisiana and Minnesota.",
687,7/7/2016,Extremist Murder;Extremist/Police Shootout;Terrorist Plot/Attack,Dallas,TX,Left Wing,,"Micah Xavier Johnson, a black nationalist, opened fire on police officers guarding a protest, killing five and wounding nine more in retaliation for an earlier police shooting. During a subsequent standoff he said he wanted to kill white people, especially white police officers. He was killed by police during the standoff.",
2,07/2016,Anti-Semitic Incident:Harassment,Aberdeen Township,NJ,,,"Offender yelled ""Heil Hitler"" and gave a Nazi salute to Jewish victim.",
15,07/2016,Anti-Semitic Incident:Harassment,Albuquerque,NM,,,Individual victim of anti-Semitic and racist harassment in their apartment complex.,
33,07/2016,Terrorist Plot/Attack,Alexandria,VA,Islamist,,Mohamed Bailor Jalloh was arrested after unsuccessfully attempting to purchase an AR-15 as part of a plot to murder U.S. military personnel.,
108,07/2016,Anti-Semitic Incident:Harassment,Atlanta,GA,,,Receptionist received harassing anti-Semitic phone call.,
213,07/2016,Anti-Semitic Incident:Vandalism,Bellevue,WA,,,"""Fucking Jew"" written on car window.",
217,07/2016,Anti-Semitic Incident:Vandalism,Bellmore,NY,,,Car vandalized with swastika.,
347,07/2016,Anti-Semitic Incident:Assault,San Francisco,CA,,,Elderly woman attacked in park by woman who threatened her with anti-Semitic slurs.,
349,07/2016,Anti-Semitic Incident:Harassment,San Francisco,CA,,,Religious group held public meeting in park and discussed genocide of the Jews as a good thing.,
465,07/2016,Anti-Semitic Incident:Assault,Boca Raton,FL,,,Individual was the victim of anti-Semitic harassment.,
647,07/2016,Anti-Semitic Incident:Harassment,Sandy Springs,GA,,,"Woman called a ""nasty, miserable Jew bitch"" by another resident of her Homeowner's Association.",
661,07/2016,Anti-Semitic Incident:Vandalism,Coral Springs,FL,,,Swastika carved into cement.,
738,07/2016,Anti-Semitic Incident:Harassment,Denver,CO,,,"Jewish community members were reportedly put on a ""kill list"" by pro-ISIS hackers.",
739,07/2016,Anti-Semitic Incident:Harassment,Denver,CO,,,Man entered synagogue and verbally harassed employees with anti-Semitic language.,
901,07/2016,Anti-Semitic Incident:Harassment,Fort Lauderdale,FL,,,"Jewish doctor received a threatening call in which he was called a ""cheap Jew.""",
1061,07/2016,Anti-Semitic Incident:Vandalism,Newton,MA,,,Swastika made of blocks found outside church.,
1086,07/2016,Anti-Semitic Incident:Vandalism,Salem,MA,,,Anti-Semitic graffiti found in public park.,
1225,07/2016,Anti-Semitic Incident:Harassment,Lacey Township,NJ,,,"Store employee told customer: ""We don't want you North Jersey Jews in our store.""",
1260,07/2016,Anti-Semitic Incident:Harassment,Lakewood,NJ,,,"Multiple individuals drove by screaming ""dirty Jews,"" and other anti-Semitic slurs at Jewish woman sitting on her porch.",
1266,07/2016,Anti-Semitic Incident:Vandalism,Lakewood,NJ,,,Swastika was drawn on Jewish school.,
1327,07/2016,Anti-Semitic Incident:Harassment,Howell Township,NJ,,,"After being involved in motor vehicle crash, victim stated that offender called her a ""fucking Jew.""",
1371,07/2016,Anti-Semitic Incident:Harassment,Los Angeles,CA,,,Synagogue received package containing anti-Semitic literature.,
1397,07/2016,Anti-Semitic Incident:Vandalism,Los Angeles,CA,,,Valuable object donated to the University of Southern California damaged by anti-Semitic graffiti.,
1398,07/2016,Anti-Semitic Incident:Vandalism,Los Angeles,CA,,,Swastika painted on synagogue walls.,
1474,07/2016,Anti-Semitic Incident:Harassment,Paterson,NJ,,,Anti-Semitic remarks made in reference to fire at national park.,
1510,07/2016,Anti-Semitic Incident:Vandalism,Marina Del Rey,CA,,,Two swastikas drawn on elevator door buttons in an apartment building.,
1537,07/2016,Anti-Semitic Incident:Harassment,Bethpage,NY,,,Playground vandalized with anti-Semitic messages.,
1539,07/2016,Anti-Semitic Incident:Vandalism,Mesa,AZ,,,Swastikas spray-painted on individual's house.,
1554,07/2016,Anti-Semitic Incident:Harassment,Miami,FL,,,Confidential,
1593,07/2016,Anti-Semitic Incident:Harassment,Milwaukee,WI,,,A Jewish family victim of anti-Semitic harassment.,
1657,07/2016,Anti-Semitic Incident:Vandalism,Mount Laurel,NJ,,,Jewish resident reported swastika drawn on outside wall of his residence.,
1658,07/2016,Anti-Semitic Incident:Vandalism,Mount Laurel,NJ,,,Confidential,
1659,07/2016,Anti-Semitic Incident:Vandalism,Mount Laurel,NJ,,,Home defaced with swastika graffiti.,
1660,07/2016,Anti-Semitic Incident:Vandalism,Mount Laurel,NJ,,,Swastika drawn in marker on Jewish person's mailbox.,
1712,07/2016,Anti-Semitic Incident:Vandalism,New Brunswick,NJ,,,"""NO KIKES HERE"" written in black ink in student center bathroom.",
1819,07/2016,Anti-Semitic Incident:Harassment,Ocean Township,NJ,,,Individual targeted with anti-Semitic Snapchat messages.,
1844,07/2016,Anti-Semitic Incident:Harassment,Omaha,NE,,,"Networked printer in private home hacked, printed anti-Semitic, white supremacist flyers.",
1891,07/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,"Playground vandalized with swastika and the words ""HAIL FUHRER.""",
1900,07/2016,Anti-Semitic Incident:Vandalism,Brooklyn,NY,,,Eleven Jewish people's tires slashed.,
1919,07/2016,Anti-Semitic Incident:Harassment,Philadelphia,PA,,,"Individual victimized by neighbor who told him, ""It's a shame Hitler didn't get you with the rest of them.""",
2005,07/2016,Anti-Semitic Incident:Vandalism,Princeton,NJ,,,Chalk drawings of swastikas discovered on chalkboards throughout two resident halls.,
2031,07/2016,Anti-Semitic Incident:Vandalism,Coram,NY,,,"Public restroom vandalized with swastika and the words ""Die All.""",
2037,07/2016,Anti-Semitic Incident:Harassment,Rancho Mirage,CA,,,Confidential.,
2058,07/2016,Anti-Semitic Incident:Harassment,Reseda,CA,,,Confidential.,
2068,07/2016,Anti-Semitic Incident:Vandalism,Great River,NY,,,"Street vandalized with swastika, genitalia, and the words ""I Love Jews.""",
2073,07/2016,Anti-Semitic Incident:Vandalism,Riverside,CA,,,"Anti-Semitic graffiti that included the phrase ""Holohoax"" found on the UC Riverside campus.",
2074,07/2016,Anti-Semitic Incident:Vandalism,Riverside,CA,,,"""Holohoax"" graffiti found for third time on UC Riverside campus.",
2082,07/2016,Anti-Semitic Incident:Vandalism,Lindenhurst,NY,,,Vehicle scratched and vandalized with swastika.,
2209,07/2016,Anti-Semitic Incident:Harassment,San Marcos,CA,,,"Swastikas, ""KKK,"" and ""Auschwitz"" written in middle school student's yearbook.",
2236,07/2016,Anti-Semitic Incident:Harassment,Santa Fe,NM,,,Confidential,
2307,07/2016,Anti-Semitic Incident:Vandalism,Somerville,MA,,,Swastika keyed into the side of car.,
2356,07/2016,Anti-Semitic Incident:Harassment,Stamford,CT,,,Confidential,
