GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,BLOCKA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,TTRACTA,TBLKGRPA,ANRCA,CBSAA,METDIVA,CSAA,NECTAA,NECTADIVA,CNECTAA,UAA,URBRURALA,CDA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,NAME,SABINSA,H7W001,H7W002,H7W003,H7W004,H7W005,H7W006
"G0500870","2010","3","7","Arkansas","05","Madison County","087",,,,,,,,,,,,,,"22220","99999","999",,,,,,,,,,,,,,"Madison County",,15717,0,0,0,15717,0
"G0500890","2010","3","7","Arkansas","05","Marion County","089",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Marion County",,16653,0,0,0,16653,0
"G0500910","2010","3","7","Arkansas","05","Miller County","091",,,,,,,,,,,,,,"45500","99999","999",,,,,,,,,,,,,,"Miller County",,43462,26072,26072,0,17390,0
"G0500930","2010","3","7","Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,"14180","99999","999",,,,,,,,,,,,,,"Mississippi County",,46480,29623,0,29623,16857,0
"G0500950","2010","3","7","Arkansas","05","Monroe County","095",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Monroe County",,8149,2528,0,2528,5621,0
"G0500970","2010","3","7","Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Montgomery County",,9487,0,0,0,9487,0
"G0500990","2010","3","7","Arkansas","05","Nevada County","099",,,,,,,,,,,,,,"26260","99999","999",,,,,,,,,,,,,,"Nevada County",,8997,2773,0,2773,6224,0
"G0501010","2010","3","7","Arkansas","05","Newton County","101",,,,,,,,,,,,,,"25460","99999","999",,,,,,,,,,,,,,"Newton County",,8330,0,0,0,8330,0
"G0501030","2010","3","7","Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,"15780","99999","999",,,,,,,,,,,,,,"Ouachita County",,26120,11401,0,11401,14719,0
"G0501050","2010","3","7","Arkansas","05","Perry County","105",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Perry County",,10445,0,0,0,10445,0
"G0501070","2010","3","7","Arkansas","05","Phillips County","107",,,,,,,,,,,,,,"25760","99999","999",,,,,,,,,,,,,,"Phillips County",,21757,11321,0,11321,10436,0
"G0501090","2010","3","7","Arkansas","05","Pike County","109",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Pike County",,11291,0,0,0,11291,0
"G0501110","2010","3","7","Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,"27860","99999","308",,,,,,,,,,,,,,"Poinsett County",,24583,7095,0,7095,17488,0
"G0501130","2010","3","7","Arkansas","05","Polk County","113",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Polk County",,20662,5499,0,5499,15163,0
"G0501150","2010","3","7","Arkansas","05","Pope County","115",,,,,,,,,,,,,,"40780","99999","999",,,,,,,,,,,,,,"Pope County",,61754,28102,0,28102,33652,0
"G0501170","2010","3","7","Arkansas","05","Prairie County","117",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Prairie County",,8715,0,0,0,8715,0
"G0501190","2010","3","7","Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Pulaski County",,382748,335759,335759,0,46989,0
"G0501210","2010","3","7","Arkansas","05","Randolph County","121",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Randolph County",,17969,5854,0,5854,12115,0
"G0501230","2010","3","7","Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,"22620","99999","999",,,,,,,,,,,,,,"St. Francis County",,28258,13690,0,13690,14568,0
"G0501250","2010","3","7","Arkansas","05","Saline County","125",,,,,,,,,,,,,,"30780","99999","340",,,,,,,,,,,,,,"Saline County",,107118,68384,64725,3659,38734,0
"G0501270","2010","3","7","Arkansas","05","Scott County","127",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Scott County",,11233,3330,0,3330,7903,0
"G0501290","2010","3","7","Arkansas","05","Searcy County","129",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Searcy County",,8195,0,0,0,8195,0
"G0501310","2010","3","7","Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,"22900","99999","999",,,,,,,,,,,,,,"Sebastian County",,125744,99574,90955,8619,26170,0
"G0501330","2010","3","7","Arkansas","05","Sevier County","133",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sevier County",,17058,6209,0,6209,10849,0
"G0501350","2010","3","7","Arkansas","05","Sharp County","135",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sharp County",,17264,3443,0,3443,13821,0
"G0501370","2010","3","7","Arkansas","05","Stone County","137",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Stone County",,12394,0,0,0,12394,0
"G0501390","2010","3","7","Arkansas","05","Union County","139",,,,,,,,,,,,,,"20980","99999","999",,,,,,,,,,,,,,"Union County",,41639,18944,0,18944,22695,0
"G0501410","2010","3","7","Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Van Buren County",,17295,0,0,0,17295,0
"G0501430","2010","3","7","Arkansas","05","Washington County","143",,,,,,,,,,,,,,"22220","99999","999",,,,,,,,,,,,,,"Washington County",,203065,151294,148081,3213,51771,0
"G0501450","2010","3","7","Arkansas","05","White County","145",,,,,,,,,,,,,,"42620","99999","340",,,,,,,,,,,,,,"White County",,77076,35210,0,35210,41866,0
"G0501470","2010","3","7","Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Woodruff County",,7260,0,0,0,7260,0
"G0501490","2010","3","7","Arkansas","05","Yell County","149",,,,,,,,,,,,,,"40780","99999","999",,,,,,,,,,,,,,"Yell County",,22185,4631,0,4631,17554,0
"G0600010","2010","4","9","California","06","Alameda County","001",,,,,,,,,,,,,,"41860","36084","488",,,,,,,,,,,,,,"Alameda County",,1510271,1504402,1504402,0,5869,0
"G0600030","2010","4","9","California","06","Alpine County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Alpine County",,1175,0,0,0,1175,0
"G0600050","2010","4","9","California","06","Amador County","005",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Amador County",,38091,15075,0,15075,23016,0
"G0600070","2010","4","9","California","06","Butte County","007",,,,,,,,,,,,,,"17020","99999","999",,,,,,,,,,,,,,"Butte County",,220000,178416,98176,80240,41584,0
"G0600090","2010","4","9","California","06","Calaveras County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Calaveras County",,45578,11208,0,11208,34370,0
"G0600110","2010","4","9","California","06","Colusa County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Colusa County",,21419,14624,0,14624,6795,0
"G0600130","2010","4","9","California","06","Contra Costa County","013",,,,,,,,,,,,,,"41860","36084","488",,,,,,,,,,,,,,"Contra Costa County",,1049025,1040709,1026665,14044,8316,0
"G0600150","2010","4","9","California","06","Del Norte County","015",,,,,,,,,,,,,,"18860","99999","999",,,,,,,,,,,,,,"Del Norte County",,28610,18976,0,18976,9634,0
"G0600170","2010","4","9","California","06","El Dorado County","017",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"El Dorado County",,181058,118231,61422,56809,62827,0
"G0600190","2010","4","9","California","06","Fresno County","019",,,,,,,,,,,,,,"23420","99999","260",,,,,,,,,,,,,,"Fresno County",,930450,829913,654628,175285,100537,0
"G0600210","2010","4","9","California","06","Glenn County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Glenn County",,28122,16628,0,16628,11494,0
"G0600230","2010","4","9","California","06","Humboldt County","023",,,,,,,,,,,,,,"21700","99999","999",,,,,,,,,,,,,,"Humboldt County",,134623,94561,0,94561,40062,0
"G0600250","2010","4","9","California","06","Imperial County","025",,,,,,,,,,,,,,"20940","99999","999",,,,,,,,,,,,,,"Imperial County",,174528,144129,108683,35446,30399,0
"G0600270","2010","4","9","California","06","Inyo County","027",,,,,,,,,,,,,,"13860","99999","999",,,,,,,,,,,,,,"Inyo County",,18546,9935,0,9935,8611,0
"G0600290","2010","4","9","California","06","Kern County","029",,,,,,,,,,,,,,"12540","99999","999",,,,,,,,,,,,,,"Kern County",,839631,753938,578366,175572,85693,0
"G0600310","2010","4","9","California","06","Kings County","031",,,,,,,,,,,,,,"25260","99999","999",,,,,,,,,,,,,,"Kings County",,152982,136381,87941,48440,16601,0
"G0600330","2010","4","9","California","06","Lake County","033",,,,,,,,,,,,,,"17340","99999","999",,,,,,,,,,,,,,"Lake County",,64665,43257,0,43257,21408,0
"G0600350","2010","4","9","California","06","Lassen County","035",,,,,,,,,,,,,,"45000","99999","999",,,,,,,,,,,,,,"Lassen County",,34895,10285,0,10285,24610,0
"G0600370","2010","4","9","California","06","Los Angeles County","037",,,,,,,,,,,,,,"31100","31084","348",,,,,,,,,,,,,,"Los Angeles County",,9818605,9759181,9743650,15531,59424,0
"G0600390","2010","4","9","California","06","Madera County","039",,,,,,,,,,,,,,"31460","99999","260",,,,,,,,,,,,,,"Madera County",,150865,101193,78413,22780,49672,0
"G0600410","2010","4","9","California","06","Marin County","041",,,,,,,,,,,,,,"41860","41884","488",,,,,,,,,,,,,,"Marin County",,252409,235952,235952,0,16457,0
"G0600430","2010","4","9","California","06","Mariposa County","043",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mariposa County",,18251,0,0,0,18251,0
"G0600450","2010","4","9","California","06","Mendocino County","045",,,,,,,,,,,,,,"46380","99999","999",,,,,,,,,,,,,,"Mendocino County",,87841,48110,0,48110,39731,0
"G0600470","2010","4","9","California","06","Merced County","047",,,,,,,,,,,,,,"32900","99999","999",,,,,,,,,,,,,,"Merced County",,255793,219283,161757,57526,36510,0
"G0600490","2010","4","9","California","06","Modoc County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Modoc County",,9686,2910,0,2910,6776,0
"G0600510","2010","4","9","California","06","Mono County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Mono County",,14202,7693,0,7693,6509,0
"G0600530","2010","4","9","California","06","Monterey County","053",,,,,,,,,,,,,,"41500","99999","999",,,,,,,,,,,,,,"Monterey County",,415057,374315,306096,68219,40742,0
"G0600550","2010","4","9","California","06","Napa County","055",,,,,,,,,,,,,,"34900","99999","488",,,,,,,,,,,,,,"Napa County",,136484,118194,103379,14815,18290,0
"G0600570","2010","4","9","California","06","Nevada County","057",,,,,,,,,,,,,,"46020","99999","472",,,,,,,,,,,,,,"Nevada County",,98764,57150,0,57150,41614,0
"G0600590","2010","4","9","California","06","Orange County","059",,,,,,,,,,,,,,"31100","42044","348",,,,,,,,,,,,,,"Orange County",,3010232,3005917,3005917,0,4315,0
"G0600610","2010","4","9","California","06","Placer County","061",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"Placer County",,348432,300393,254704,45689,48039,0
"G0600630","2010","4","9","California","06","Plumas County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Plumas County",,20007,5197,0,5197,14810,0
"G0600650","2010","4","9","California","06","Riverside County","065",,,,,,,,,,,,,,"40140","99999","348",,,,,,,,,,,,,,"Riverside County",,2189641,2088429,2022683,65746,101212,0
"G0600670","2010","4","9","California","06","Sacramento County","067",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"Sacramento County",,1418788,1389531,1359243,30288,29257,0
"G0600690","2010","4","9","California","06","San Benito County","069",,,,,,,,,,,,,,"41940","99999","488",,,,,,,,,,,,,,"San Benito County",,55269,42002,0,42002,13267,0
"G0600710","2010","4","9","California","06","San Bernardino County","071",,,,,,,,,,,,,,"40140","99999","348",,,,,,,,,,,,,,"San Bernardino County",,2035210,1938853,1792222,146631,96357,0
"G0600730","2010","4","9","California","06","San Diego County","073",,,,,,,,,,,,,,"41740","99999","999",,,,,,,,,,,,,,"San Diego County",,3095313,2993259,2964846,28413,102054,0
"G0600750","2010","4","9","California","06","San Francisco County","075",,,,,,,,,,,,,,"41860","41884","488",,,,,,,,,,,,,,"San Francisco County",,805235,805235,805235,0,0,0
"G0600770","2010","4","9","California","06","San Joaquin County","077",,,,,,,,,,,,,,"44700","99999","999",,,,,,,,,,,,,,"San Joaquin County",,685306,627241,610468,16773,58065,0
"G0600790","2010","4","9","California","06","San Luis Obispo County","079",,,,,,,,,,,,,,"42020","99999","999",,,,,,,,,,,,,,"San Luis Obispo County",,269637,224887,176368,48519,44750,0
"G0600810","2010","4","9","California","06","San Mateo County","081",,,,,,,,,,,,,,"41860","41884","488",,,,,,,,,,,,,,"San Mateo County",,718451,704865,684152,20713,13586,0
"G0600830","2010","4","9","California","06","Santa Barbara County","083",,,,,,,,,,,,,,"42060","99999","999",,,,,,,,,,,,,,"Santa Barbara County",,423895,402626,377637,24989,21269,0
"G0600850","2010","4","9","California","06","Santa Clara County","085",,,,,,,,,,,,,,"41940","99999","488",,,,,,,,,,,,,,"Santa Clara County",,1781642,1762335,1762335,0,19307,0
"G0600870","2010","4","9","California","06","Santa Cruz County","087",,,,,,,,,,,,,,"42100","99999","488",,,,,,,,,,,,,,"Santa Cruz County",,262382,230793,230793,0,31589,0
"G0600890","2010","4","9","California","06","Shasta County","089",,,,,,,,,,,,,,"39820","99999","999",,,,,,,,,,,,,,"Shasta County",,177223,125321,117731,7590,51902,0
"G0600910","2010","4","9","California","06","Sierra County","091",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Sierra County",,3240,9,9,0,3231,0
"G0600930","2010","4","9","California","06","Siskiyou County","093",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Siskiyou County",,44900,15344,0,15344,29556,0
"G0600950","2010","4","9","California","06","Solano County","095",,,,,,,,,,,,,,"46700","99999","488",,,,,,,,,,,,,,"Solano County",,413344,397974,372432,25542,15370,0
"G0600970","2010","4","9","California","06","Sonoma County","097",,,,,,,,,,,,,,"42220","99999","488",,,,,,,,,,,,,,"Sonoma County",,483878,424102,372309,51793,59776,0
"G0600990","2010","4","9","California","06","Stanislaus County","099",,,,,,,,,,,,,,"33700","99999","999",,,,,,,,,,,,,,"Stanislaus County",,514453,473396,433288,40108,41057,0
"G0601010","2010","4","9","California","06","Sutter County","101",,,,,,,,,,,,,,"49700","99999","472",,,,,,,,,,,,,,"Sutter County",,94737,80718,72171,8547,14019,0
"G0601030","2010","4","9","California","06","Tehama County","103",,,,,,,,,,,,,,"39780","99999","999",,,,,,,,,,,,,,"Tehama County",,63463,30787,0,30787,32676,0
"G0601050","2010","4","9","California","06","Trinity County","105",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Trinity County",,13786,0,0,0,13786,0
"G0601070","2010","4","9","California","06","Tulare County","107",,,,,,,,,,,,,,"47300","99999","999",,,,,,,,,,,,,,"Tulare County",,442179,373730,289726,84004,68449,0
"G0601090","2010","4","9","California","06","Tuolumne County","109",,,,,,,,,,,,,,"38020","99999","999",,,,,,,,,,,,,,"Tuolumne County",,55365,28255,0,28255,27110,0
"G0601110","2010","4","9","California","06","Ventura County","111",,,,,,,,,,,,,,"37100","99999","348",,,,,,,,,,,,,,"Ventura County",,823318,797593,752770,44823,25725,0
"G0601130","2010","4","9","California","06","Yolo County","113",,,,,,,,,,,,,,"40900","99999","472",,,,,,,,,,,,,,"Yolo County",,200849,186931,176572,10359,13918,0
"G0601150","2010","4","9","California","06","Yuba County","115",,,,,,,,,,,,,,"49700","99999","472",,,,,,,,,,,,,,"Yuba County",,72155,53234,44548,8686,18921,0
"G0800010","2010","4","8","Colorado","08","Adams County","001",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Adams County",,441603,425615,425615,0,15988,0
"G0800030","2010","4","8","Colorado","08","Alamosa County","003",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Alamosa County",,15445,9751,0,9751,5694,0
"G0800050","2010","4","8","Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Arapahoe County",,572003,562992,562992,0,9011,0
"G0800070","2010","4","8","Colorado","08","Archuleta County","007",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Archuleta County",,12084,4909,0,4909,7175,0
"G0800090","2010","4","8","Colorado","08","Baca County","009",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Baca County",,3788,0,0,0,3788,0
"G0800110","2010","4","8","Colorado","08","Bent County","011",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Bent County",,6499,4032,0,4032,2467,0
"G0800130","2010","4","8","Colorado","08","Boulder County","013",,,,,,,,,,,,,,"14500","99999","216",,,,,,,,,,,,,,"Boulder County",,294567,268312,268312,0,26255,0
"G0800140","2010","4","8","Colorado","08","Broomfield County","014",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Broomfield County",,55889,55563,55563,0,326,0
"G0800150","2010","4","8","Colorado","08","Chaffee County","015",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Chaffee County",,17809,11146,0,11146,6663,0
"G0800170","2010","4","8","Colorado","08","Cheyenne County","017",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Cheyenne County",,1836,0,0,0,1836,0
"G0800190","2010","4","8","Colorado","08","Clear Creek County","019",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Clear Creek County",,9088,0,0,0,9088,0
"G0800210","2010","4","8","Colorado","08","Conejos County","021",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Conejos County",,8256,0,0,0,8256,0
"G0800230","2010","4","8","Colorado","08","Costilla County","023",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Costilla County",,3524,0,0,0,3524,0
"G0800250","2010","4","8","Colorado","08","Crowley County","025",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Crowley County",,5823,0,0,0,5823,0
"G0800270","2010","4","8","Colorado","08","Custer County","027",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Custer County",,4255,0,0,0,4255,0
"G0800290","2010","4","8","Colorado","08","Delta County","029",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Delta County",,30952,11399,0,11399,19553,0
"G0800310","2010","4","8","Colorado","08","Denver County","031",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Denver County",,600158,600158,600158,0,0,0
"G0800330","2010","4","8","Colorado","08","Dolores County","033",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Dolores County",,2064,0,0,0,2064,0
"G0800350","2010","4","8","Colorado","08","Douglas County","035",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Douglas County",,285465,256098,247595,8503,29367,0
"G0800370","2010","4","8","Colorado","08","Eagle County","037",,,,,,,,,,,,,,"20780","99999","999",,,,,,,,,,,,,,"Eagle County",,52197,41766,0,41766,10431,0
"G0800390","2010","4","8","Colorado","08","Elbert County","039",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Elbert County",,23086,0,0,0,23086,0
"G0800410","2010","4","8","Colorado","08","El Paso County","041",,,,,,,,,,,,,,"17820","99999","999",,,,,,,,,,,,,,"El Paso County",,622263,566668,559360,7308,55595,0
"G0800430","2010","4","8","Colorado","08","Fremont County","043",,,,,,,,,,,,,,"15860","99999","999",,,,,,,,,,,,,,"Fremont County",,46824,34453,0,34453,12371,0
"G0800450","2010","4","8","Colorado","08","Garfield County","045",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Garfield County",,56389,42797,0,42797,13592,0
"G0800470","2010","4","8","Colorado","08","Gilpin County","047",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Gilpin County",,5441,0,0,0,5441,0
"G0800490","2010","4","8","Colorado","08","Grand County","049",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Grand County",,14843,2583,0,2583,12260,0
"G0800510","2010","4","8","Colorado","08","Gunnison County","051",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Gunnison County",,15324,6343,0,6343,8981,0
"G0800530","2010","4","8","Colorado","08","Hinsdale County","053",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Hinsdale County",,843,0,0,0,843,0
"G0800550","2010","4","8","Colorado","08","Huerfano County","055",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Huerfano County",,6711,2943,0,2943,3768,0
"G0800570","2010","4","8","Colorado","08","Jackson County","057",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Jackson County",,1394,0,0,0,1394,0
"G0800590","2010","4","8","Colorado","08","Jefferson County","059",,,,,,,,,,,,,,"19740","99999","216",,,,,,,,,,,,,,"Jefferson County",,534543,497679,484123,13556,36864,0
"G0800610","2010","4","8","Colorado","08","Kiowa County","061",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kiowa County",,1398,0,0,0,1398,0
"G0800630","2010","4","8","Colorado","08","Kit Carson County","063",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Kit Carson County",,8270,4243,0,4243,4027,0
"G0800650","2010","4","8","Colorado","08","Lake County","065",,,,,,,,,,,,,,"20780","99999","999",,,,,,,,,,,,,,"Lake County",,7310,5039,0,5039,2271,0
"G0800670","2010","4","8","Colorado","08","La Plata County","067",,,,,,,,,,,,,,"20420","99999","999",,,,,,,,,,,,,,"La Plata County",,51334,20560,0,20560,30774,0
"G0800690","2010","4","8","Colorado","08","Larimer County","069",,,,,,,,,,,,,,"22660","99999","999",,,,,,,,,,,,,,"Larimer County",,299630,264692,251386,13306,34938,0
"G0800710","2010","4","8","Colorado","08","Las Animas County","071",,,,,,,,,,,,,,"99999","99999","999",,,,,,,,,,,,,,"Las Animas County",,15507,9181,0,9181,6326,0
